,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor,harvesine_distance
165,NonResidential,Warehouse,LAKE UNION,1,3,75397,Non-Refrigerated Warehouse,8.199999809,549181.375,9.63,0.13,25,2,0.89176,0.10824,75397.0,25132.333,3.1271686520343103
166,NonResidential,Hospital,EAST,9,8,1158691,Hospital (General Medical & Surgical),217.1000061,293090784.0,10734.57,9.26,16,2,1.0,0.0,128743.444,144836.375,0.4167264449435934
167,NonResidential,Senior Care Community,DOWNTOWN,1,5,102796,Senior Care Community,98.30000305,10105379.0,193.94,1.89,17,6,0.87732,0.12268,102796.0,20559.2,0.8372391269560872
168,SPS-District K-12,K-12 School,SOUTHWEST,1,2,208981,K-12 School,39.09999847,8164853.0,207.79,0.99,14,1,1.0,0.0,208981.0,104490.5,3.178097320477025
169,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,51976,Multifamily Housing,83.19999695,4189569.25,145.31,2.8,107,1,1.0,0.0,51976.0,8662.667,0.547897317647644
170,NonResidential,K-12 School,NORTHEAST,1,2,55653,K-12 School,24.79999924,1377627.0,72.88,1.31,88,1,1.0,0.0,55653.0,27826.5,4.195275006713446
171,NonResidential,Hotel,NORTHEAST,1,16,106860,Hotel,111.6999969,11935719.0,469.57,4.39,85,1,1.0,0.0,106860.0,6678.75,3.905018692916311
172,NonResidential,Small- and Mid-Sized Office,NORTH,1,5,50759,Office,62.0,3147042.0,49.09,0.97,44,2,1.0,0.0,50759.0,10151.8,7.976244278739504
173,NonResidential,Worship Facility,NORTHEAST,1,2,56772,Worship Facility,43.0,2439484.75,84.57,1.49,64,1,1.0,0.0,56772.0,28386.0,3.9622981257905474
174,NonResidential,Worship Facility,NORTHEAST,1,3,103000,Worship Facility,47.09999847,4854429.5,149.93,1.46,64,1,1.0,0.0,103000.0,34333.333,4.008814485167727
175,SPS-District K-12,K-12 School,NORTHEAST,1,3,269297,K-12 School,39.0,10498344.0,225.19,0.84,10,1,1.0,0.0,269297.0,89765.667,4.985706272897754
176,SPS-District K-12,K-12 School,NORTHEAST,1,3,75174,K-12 School,36.40000153,2733846.0,71.86,0.96,15,1,1.0,0.0,75174.0,25058.0,4.89736001460457
177,SPS-District K-12,K-12 School,MAGNOLIA / QUEEN ANNE,1,3,75214,K-12 School,31.0,2334260.0,43.98,0.58,13,1,1.0,0.0,75214.0,25071.333,2.8364695048308937
178,SPS-District K-12,K-12 School,SOUTHWEST,1,3,134918,K-12 School,28.29999924,3822102.5,69.42,0.51,11,1,1.0,0.0,134918.0,44972.667,3.5497876281250584
179,SPS-District K-12,K-12 School,CENTRAL,1,2,64414,K-12 School,35.09999847,2295176.5,16.0,0.25,25,1,1.0,0.0,64414.0,32207.0,1.8335150684656047
180,SPS-District K-12,K-12 School,NORTHWEST,1,3,92437,K-12 School,50.0,4626443.0,201.05,2.17,89,1,1.0,0.0,92437.0,30812.333,4.926715685074132
181,NonResidential,Other,DOWNTOWN,1,7,128766,Other - Entertainment/Public Assembly,47.0,6057410.0,57.21,0.44,102,3,1.0,0.0,128766.0,18395.143,0.3337430464228706
182,NonResidential,Residence Hall,DOWNTOWN,1,9,107572,Residence Hall/Dormitory,54.79999924,5572503.0,254.87,2.37,103,3,1.0,0.0,107572.0,11952.444,0.1202368702364201
183,NonResidential,Other,DOWNTOWN,1,15,230880,Other,306.3999939,62197176.0,433.6,1.88,61,1,1.0,0.0,230880.0,15392.0,0.1374416407421315
184,Multifamily LR (1-4),Low-Rise Multifamily,DELRIDGE,1,4,56617,Multifamily Housing,35.09999847,1986611.375,50.52,0.89,99,1,1.0,0.0,56617.0,14154.25,3.262907272447062
185,Multifamily MR (5-9),Mid-Rise Multifamily,NORTH,1,6,56745,Multifamily Housing,56.59999847,2473962.5,59.63,1.05,7,1,1.0,0.0,56745.0,9457.5,8.233515333816692
186,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1,4,67920,Multifamily Housing,63.09999847,2772124.75,23.8,0.35,13,4,1.0,0.0,67920.0,16980.0,5.2854118301884405
187,SPS-District K-12,K-12 School,GREATER DUWAMISH,1,3,204961,K-12 School,40.0,8190809.0,226.06,1.1,9,1,1.0,0.0,204961.0,68320.333,3.812041821470228
188,NonResidential,Other,MAGNOLIA / QUEEN ANNE,1,1,76086,Other,42.0,3267564.0,101.41,1.33,43,1,1.0,0.0,76086.0,76086.0,3.1554098226641303
189,NonResidential,Medical Office,MAGNOLIA / QUEEN ANNE,1,5,190000,Medical Office,183.5,28731502.0,661.04,3.48,89,2,0.79474,0.20526,190000.0,38000.0,1.6118227094256563
190,NonResidential,Hotel,DOWNTOWN,1,4,122309,Hotel,208.1000061,25453690.0,1060.13,8.67,55,1,1.0,0.0,122309.0,30577.25,0.9679465842439104
191,Campus,Other,DOWNTOWN,4,3,215476,Other,110.5999985,24017770.0,639.39,2.97,21,1,1.0,0.0,53869.0,71825.333,0.8838559835910642
192,NonResidential,Hotel,DOWNTOWN,1,8,254273,Hotel,96.19999695,26659244.0,780.84,3.07,13,1,0.84741,0.15259,254273.0,31784.125,0.739802770746587
193,Nonresidential COS,Other,DOWNTOWN,1,2,69400,Other - Entertainment/Public Assembly,213.6999969,14833476.0,301.76,4.35,36,1,1.0,0.0,69400.0,34700.0,0.472017449982586
194,NonResidential,Mixed Use Property,DOWNTOWN,1,1,62900,Restaurant,158.3000031,10394330.0,377.27,6.0,116,3,1.0,0.0,62900.0,62900.0,0.3771963281229549
195,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,4,56500,Office,34.5,1380293.625,44.22,0.78,102,2,1.0,0.0,56500.0,14125.0,0.2901047412595202
196,NonResidential,Warehouse,GREATER DUWAMISH,1,4,203504,Non-Refrigerated Warehouse,18.60000038,3785282.5,26.39,0.13,8,2,1.0,0.0,203504.0,50876.0,0.8582551529514538
197,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,4,77662,Office,80.59999847,5007401.0,68.19,0.88,35,2,0.76174,0.23826,77662.0,19415.5,1.1236957532409395
198,NonResidential,Large Office,DOWNTOWN,1,12,234000,Office,89.40000153,18661606.0,149.27,0.64,38,4,0.90688,0.09312,234000.0,19500.0,0.9454044801604388
199,NonResidential,Large Office,DOWNTOWN,1,25,369996,Office,64.5,24755086.0,172.58,0.47,27,2,1.0,0.0,369996.0,14799.84,0.4697531811133065
200,NonResidential,Retail Store,DOWNTOWN,1,10,693450,Retail Store,57.79999924,40062888.0,398.19,0.57,91,2,1.0,0.0,693450.0,69345.0,0.46351799185709
201,NonResidential,Large Office,DOWNTOWN,1,33,791396,Office,60.29999924,40847752.0,313.3,0.4,40,5,1.0,0.0,791396.0,23981.697,0.4913452220757539
202,NonResidential,Large Office,DOWNTOWN,1,23,747747,Office,56.20000076,30985420.0,359.11,0.48,16,3,0.72574,0.27426,747747.0,32510.739,0.5572461792348309
203,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,10,63409,Office,66.90000153,3444270.0,170.51,2.69,90,2,0.87767,0.12233,63409.0,6340.9,0.5505426329929305
204,NonResidential,Large Office,DOWNTOWN,1,17,204790,Office,44.5,7739699.0,100.26,0.49,86,4,0.85351,0.14649,204790.0,12046.471,0.5469967472239199
205,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,5,73399,Office,61.09999847,3757006.0,26.19,0.36,100,2,1.0,0.0,73399.0,14679.8,0.519922195509429
206,NonResidential,Large Office,DOWNTOWN,1,20,265851,Office,64.59999847,14633233.0,563.25,2.12,47,2,0.87838,0.12162,265851.0,13292.55,0.5838255100843308
207,NonResidential,Large Office,DOWNTOWN,1,25,758043,Office,46.40000153,27018020.0,229.25,0.3,7,2,0.69834,0.30166,758043.0,30321.72,0.7037112266439864
208,NonResidential,Large Office,DOWNTOWN,1,12,206000,Office,53.29999924,8580279.0,222.19,1.08,48,2,1.0,0.0,206000.0,17166.667,0.8205099409220362
209,NonResidential,Large Office,DOWNTOWN,1,36,824887,Office,53.20000076,39523852.0,275.54,0.33,7,2,0.81213,0.18787,824887.0,22913.528,0.6683919424466576
210,NonResidential,Large Office,DOWNTOWN,1,16,480840,Office,52.70000076,17867002.0,130.73,0.27,26,5,0.70552,0.29448,480840.0,30052.5,0.6201579531590315
211,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,7,89550,Office,47.70000076,3903259.75,51.67,0.58,116,3,1.0,0.0,89550.0,12792.857,0.2509320131873075
212,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,6,89355,Office,46.79999924,4178233.5,31.97,0.36,116,2,1.0,0.0,89355.0,14892.5,0.2841222259180895
213,NonResidential,Large Office,DOWNTOWN,1,15,388934,Office,47.79999924,18576900.0,213.23,0.55,94,1,1.0,0.0,388934.0,25928.933,0.1831531515086318
214,NonResidential,Large Office,DOWNTOWN,1,22,384302,Office,28.39999962,10062436.0,70.15,0.18,87,3,1.0,0.0,384302.0,17468.273,0.2007465664033578
215,NonResidential,Large Office,DOWNTOWN,1,17,378525,Office,105.1999969,24906132.0,940.47,2.48,58,2,0.7765,0.2235,378525.0,22266.176,0.2048611469583404
216,NonResidential,Large Office,DOWNTOWN,1,47,1323055,Office,42.59999847,44683660.0,318.97,0.24,33,3,1.0,0.0,1323055.0,28150.106,0.1284890594128557
217,NonResidential,Large Office,DOWNTOWN,1,41,589921,Office,51.20000076,24603420.0,171.52,0.29,30,3,0.78059,0.21941,589921.0,14388.317,0.1448213560021205
218,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,6,91091,Office,20.5,1835804.875,46.56,0.51,66,2,0.98472,0.01528,91091.0,15181.833,0.1840241107464516
219,NonResidential,Large Office,DOWNTOWN,1,8,157941,Office,44.09999847,3743228.5,26.1,0.17,48,2,0.60116,0.39884,157941.0,19742.625,0.2130546743023557
220,NonResidential,Large Office,DOWNTOWN,1,29,635303,Office,34.90000153,18221224.0,139.72,0.22,25,2,0.68955,0.31045,635303.0,21907.0,0.2160403969175039
221,NonResidential,Large Office,DOWNTOWN,1,34,776762,Office,53.70000076,32552428.0,231.32,0.3,36,2,0.79066,0.20934,776762.0,22845.941,0.1522915062605933
222,NonResidential,Large Office,DOWNTOWN,1,14,186768,Office,52.70000076,9641043.0,218.53,1.17,44,3,0.8727,0.1273,186768.0,13340.571,0.1198085865242457
223,NonResidential,Large Office,DOWNTOWN,1,49,1123435,Office,52.70000076,45163308.0,627.87,0.56,47,5,0.67156,0.32844,1123435.0,22927.245,0.0829342034308164
224,NonResidential,Large Office,DOWNTOWN,1,37,1052469,Office,46.29999924,41213584.0,287.32,0.27,14,11,0.84378,0.15622,1052469.0,28445.108,0.0705542549298291
225,NonResidential,Large Office,DOWNTOWN,1,42,617684,Office,115.9000015,69519808.0,546.65,0.88,43,4,0.72235,0.27765,617684.0,14706.762,0.0211296100344322
226,NonResidential,Large Office,DOWNTOWN,1,8,201480,Office,44.29999924,8921778.0,175.95,0.87,109,3,1.0,0.0,201480.0,25185.0,0.105581383193834
227,Nonresidential COS,Large Office,DOWNTOWN,1,63,1354987,Office,50.40000153,61576184.0,429.27,0.32,26,2,0.88221,0.11779,1354987.0,21507.73,0.132027814208857
228,Nonresidential COS,Large Office,DOWNTOWN,1,14,310490,Office,71.0,21169502.0,380.37,1.23,15,3,1.0,0.0,310490.0,22177.857,0.1929519562715437
229,Nonresidential COS,Large Office,DOWNTOWN,1,8,199530,Office,73.19999695,13214416.0,298.61,1.5,13,4,0.84634,0.15366,199530.0,24941.25,0.2013186843689665
230,NonResidential,Large Office,DOWNTOWN,1,13,372242,Office,43.29999924,13843866.0,216.24,0.58,10,2,0.85842,0.14158,372242.0,28634.0,0.3050957042530426
231,NonResidential,Large Office,DOWNTOWN,1,7,114395,Office,28.39999962,2746560.75,70.17,0.61,107,1,0.92748,0.07252,114395.0,16342.143,0.34821084011368
232,NonResidential,Retail Store,NORTHEAST,1,2,89200,Retail Store,72.40000153,6461937.0,89.47,1.0,38,1,1.0,0.0,89200.0,44600.0,3.8379596658636665
233,NonResidential,Large Office,NORTHEAST,1,23,474546,Office,60.0,28450436.0,198.34,0.42,45,1,1.0,0.0,474546.0,20632.435,3.850809596432998
234,NonResidential,Other,NORTHEAST,1,5,36000,Data Center,834.4000244,30038490.0,209.41,5.82,47,1,1.0,0.0,36000.0,7200.0,3.838248332887445
235,NonResidential,Large Office,NORTHEAST,1,6,135051,Office,46.09999847,4426136.0,30.86,0.23,14,2,0.67236,0.32764,135051.0,22508.5,3.825539451570173
236,NonResidential,Large Office,NORTHEAST,1,5,220649,Office,48.29999924,7046345.5,49.12,0.22,14,2,0.62511,0.37489,220649.0,44129.8,3.7763123805580463
237,NonResidential,Self-Storage Facility,DOWNTOWN,1,5,93660,Self-Storage Facility,9.300000191,873221.875,6.09,0.07,52,1,1.0,0.0,93660.0,18732.0,0.6705558101352096
238,NonResidential,Large Office,DOWNTOWN,1,18,413715,Office,69.59999847,24224888.0,168.88,0.41,36,2,0.84371,0.15629,413715.0,22984.167,0.6770366695082259
239,NonResidential,Mixed Use Property,DOWNTOWN,1,11,381381,Parking,48.40000153,9765777.0,72.42,0.19,16,3,0.48707,0.51293,381381.0,34671.0,0.7970839025591708
240,NonResidential,Large Office,DOWNTOWN,1,20,497513,Office,73.0,26823218.0,197.19,0.4,28,2,0.76132,0.23868,497513.0,24875.65,0.750945884888892
241,NonResidential,Large Office,DOWNTOWN,1,24,543876,Office,59.70000076,25307744.0,176.43,0.32,37,2,0.78539,0.21461,543876.0,22661.5,0.7383831585300404
242,NonResidential,Mixed Use Property,DOWNTOWN,1,4,109347,Laboratory,116.3000031,8218155.5,91.13,0.83,36,3,0.64608,0.35392,109347.0,27336.75,1.3105647242668614
243,NonResidential,Large Office,DOWNTOWN,1,6,396626,Office,74.30000305,20361158.0,141.95,0.36,34,2,0.68682,0.31318,396626.0,66104.333,1.2427667149450357
244,NonResidential,Large Office,DOWNTOWN,1,6,287471,Office,74.90000153,14913424.0,103.97,0.36,14,4,0.70922,0.29078,287471.0,47911.833,0.8643053199538234
245,NonResidential,Large Office,DOWNTOWN,1,3,192630,Office,36.70000076,5357833.0,46.03,0.24,69,2,0.74816,0.25184,192630.0,64210.0,0.95718840791585
246,NonResidential,Large Office,DOWNTOWN,1,8,253103,Office,161.1999969,29949248.0,208.79,0.82,32,4,0.7551,0.2449,253103.0,31637.875,1.3956369717269863
247,NonResidential,Supermarket / Grocery Store,NORTHWEST,1,1,60880,Supermarket/Grocery Store,231.8000031,14293972.0,384.27,6.31,60,1,1.0,0.0,60880.0,60880.0,6.769506079241099
248,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,5,50176,Office,46.59999847,2933288.75,24.91,0.5,116,3,1.0,0.0,50176.0,10035.2,0.2713732920615218
249,NonResidential,Large Office,DOWNTOWN,1,42,304346,Office,88.40000153,23262244.0,741.3,2.44,104,4,1.0,0.0,304346.0,7246.333,0.2918524420106991
250,NonResidential,Warehouse,GREATER DUWAMISH,1,1,128800,Non-Refrigerated Warehouse,14.0,1809101.5,78.92,0.61,39,2,1.0,0.0,128800.0,128800.0,4.526062342488556
251,NonResidential,Large Office,DOWNTOWN,1,8,321945,Office,60.40000153,13656587.0,355.05,1.1,89,3,1.0,0.0,321945.0,40243.125,0.2308072774758009
252,NonResidential,Large Office,DOWNTOWN,1,22,336330,Office,71.90000153,18967014.0,530.66,1.58,52,3,1.0,0.0,336330.0,15287.727,0.1595323864839899
253,NonResidential,Large Office,DOWNTOWN,1,21,298426,Office,90.69999695,27076922.0,1084.79,3.64,56,3,1.0,0.0,298426.0,14210.762,0.2460079896233732
254,NonResidential,Large Office,DOWNTOWN,1,42,635824,Office,62.90000153,48479988.0,337.97,0.53,40,5,1.0,0.0,635824.0,15138.667,0.228537349208216
255,NonResidential,Hotel,DOWNTOWN,1,12,542305,Hotel,104.1999969,56485204.0,2573.75,4.75,93,2,1.0,0.0,542305.0,45192.083,0.1524443501106677
256,NonResidential,Retail Store,SOUTHEAST,1,2,291940,Retail Store,40.0,11688601.0,162.45,0.56,36,2,1.0,0.0,291940.0,145970.0,2.4574231973567984
257,NonResidential,Warehouse,NORTHWEST,1,1,52311,Non-Refrigerated Warehouse,18.20000076,930611.875,48.65,0.93,56,1,1.0,0.0,52311.0,52311.0,8.514405988041608
258,NonResidential,Other,LAKE UNION,1,5,141131,Parking,43.09999847,3085814.0,21.51,0.15,7,5,0.50606,0.49394,141131.0,28226.2,1.1788876198303986
259,NonResidential,Large Office,LAKE UNION,1,5,176532,Office,56.09999847,5803409.0,40.46,0.23,15,2,0.60309,0.39691,176532.0,35306.4,1.1884548038183678
260,NonResidential,Warehouse,BALLARD,1,1,52500,Non-Refrigerated Warehouse,72.19999695,3989399.0,70.47,1.34,43,2,1.0,0.0,52500.0,52500.0,3.968931947502373
261,NonResidential,Warehouse,BALLARD,1,2,57300,Non-Refrigerated Warehouse,79.59999847,4560492.0,156.67,2.73,57,2,1.0,0.0,57300.0,28650.0,4.7933718765922215
262,NonResidential,Large Office,DOWNTOWN,1,6,350310,Office,53.29999924,18102026.0,224.36,0.64,100,3,1.0,0.0,350310.0,58385.0,1.1069083286740082
263,NonResidential,Large Office,DOWNTOWN,1,55,1400000,Office,46.70000076,53079164.0,588.9,0.42,28,4,0.79643,0.20357,1400000.0,25454.545,0.1997589785362993
264,NonResidential,Hotel,DOWNTOWN,1,21,305548,Hotel,108.8000031,33729336.0,1510.85,4.94,86,1,1.0,0.0,305548.0,14549.905,0.2528283796206109
265,NonResidential,Large Office,DOWNTOWN,1,46,1536606,Office,51.90000153,56606136.0,530.18,0.35,27,6,0.6664,0.3336,1536606.0,33404.478,0.3224823137675191
266,NonResidential,Large Office,DOWNTOWN,1,10,135918,Office,44.40000153,6423556.5,193.72,1.43,58,1,1.0,0.0,135918.0,13591.8,0.2874378817227062
267,NonResidential,Retail Store,DOWNTOWN,1,4,79957,Retail Store,80.30000305,5252131.0,36.61,0.46,102,2,1.0,0.0,79957.0,19989.25,0.4142770265566536
268,NonResidential,Large Office,DOWNTOWN,1,4,127268,Office,63.5,7711757.5,148.11,1.16,95,3,1.0,0.0,127268.0,31817.0,0.4050076260943764
269,NonResidential,Large Office,DOWNTOWN,1,29,500000,Office,44.29999924,18848780.0,131.4,0.26,33,3,1.0,0.0,500000.0,17241.379,0.3728990248132032
270,NonResidential,Large Office,DOWNTOWN,1,6,109830,Office,87.90000153,7335905.5,51.14,0.47,32,4,0.87981,0.12019,109830.0,18305.0,0.3307528554336484
271,NonResidential,Large Office,DOWNTOWN,1,10,130513,Office,89.30000305,11651200.0,318.08,2.44,106,3,1.0,0.0,130513.0,13051.3,0.3389993111610653
272,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,8,60660,Office,55.29999924,2586116.0,18.03,0.3,96,2,1.0,0.0,60660.0,7582.5,0.3069938827561934
273,NonResidential,Large Office,DOWNTOWN,1,14,137350,Office,51.09999847,6366084.5,202.99,1.48,87,1,1.0,0.0,137350.0,9810.714,0.2908001828228051
274,NonResidential,Large Office,DOWNTOWN,1,15,151039,Office,43.40000153,5446624.0,238.09,1.58,87,1,1.0,0.0,151039.0,10069.267,0.2847592899852
275,NonResidential,Large Office,DOWNTOWN,1,30,755000,Office,78.09999847,52226204.0,793.05,1.05,31,5,0.82164,0.17836,755000.0,25166.667,0.3729113375675517
276,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,4,63540,Office,62.0,3518459.5,74.83,1.18,110,1,1.0,0.0,63540.0,15885.0,0.4140120302959434
277,NonResidential,Large Office,DOWNTOWN,1,10,130893,Office,57.20000076,6962073.0,48.54,0.37,89,3,1.0,0.0,130893.0,13089.3,0.3819706972480766
278,NonResidential,Mixed Use Property,DOWNTOWN,1,5,79920,Office,37.70000076,3009463.75,20.98,0.26,106,3,1.0,0.0,79920.0,15984.0,0.349473520823007
279,Campus,Mixed Use Property,DOWNTOWN,1,4,137400,Retail Store,122.8000031,14940504.0,316.2,2.3,108,9,1.0,0.0,137400.0,34350.0,0.4599208772226284
280,NonResidential,Other,DOWNTOWN,1,6,147852,Parking,157.5,9671619.0,185.03,1.25,20,4,0.41544,0.58456,147852.0,24642.0,0.3913417514804732
281,NonResidential,Large Office,DOWNTOWN,1,56,1605578,Office,36.79999924,49517704.0,525.78,0.33,27,3,0.75718,0.24282,1605578.0,28671.036,0.2920672380364086
282,NonResidential,Large Office,DOWNTOWN,1,36,794592,Office,35.20000076,26689658.0,216.43,0.27,36,3,1.0,0.0,794592.0,22072.0,0.2397501280852677
283,NonResidential,Large Office,DOWNTOWN,1,21,456304,Office,56.59999847,19397324.0,135.23,0.3,45,2,0.79574,0.20426,456304.0,21728.762,0.1995754489031582
284,NonResidential,Large Office,DOWNTOWN,1,12,115857,Office,45.20000076,4757299.5,33.17,0.29,30,3,0.86932,0.13068,115857.0,9654.75,0.4971628035526993
285,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,4,87500,Office,63.40000153,4549892.0,31.72,0.36,17,2,0.8,0.2,87500.0,21875.0,0.7936261265886693
286,NonResidential,Large Office,DOWNTOWN,1,11,374405,Office,69.09999847,13329024.0,92.92,0.25,18,2,0.50648,0.49352,374405.0,34036.818,0.8227728150163318
287,NonResidential,Other,DOWNTOWN,1,12,193500,Other,98.40000153,14436982.0,100.65,0.52,31,1,0.80362,0.19638,193500.0,16125.0,0.6873923882437757
288,NonResidential,Large Office,DOWNTOWN,1,11,102846,Office,52.5,5327249.5,281.55,2.74,93,2,1.0,0.0,102846.0,9349.636,0.5772871551631871
289,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,4,52800,Office,46.90000153,2429021.0,44.48,0.84,91,2,1.0,0.0,52800.0,13200.0,0.6158090753411868
290,Campus,Mixed Use Property,DOWNTOWN,3,10,258497,Parking,77.30000305,20779796.0,418.9,1.62,103,5,1.0,0.0,86165.667,25849.7,0.5299711188470997
291,NonResidential,Retail Store,DOWNTOWN,1,8,861702,Retail Store,19.89999962,17666646.0,328.83,0.38,87,2,1.0,0.0,861702.0,107712.75,0.4338628319958519
292,NonResidential,Other,EAST,1,5,206950,Other,93.19999695,19295226.0,249.09,1.2,17,1,0.52935,0.47065,206950.0,41390.0,0.2946392096858082
294,NonResidential,Other,EAST,1,9,46710,Urgent Care/Clinic/Other Outpatient,89.30000305,4169431.5,130.69,2.8,28,1,1.0,0.0,46710.0,5190.0,0.3427478430666495
295,NonResidential,Medical Office,EAST,1,3,266000,Medical Office,85.90000153,13911761.0,201.15,0.76,71,2,0.60902,0.39098,266000.0,88666.667,0.3427478430666495
296,NonResidential,Medical Office,EAST,1,14,690158,Medical Office,78.19999695,21156670.0,147.49,0.21,24,2,0.40913,0.59087,690158.0,49297.0,0.4203861741297148
297,NonResidential,Mixed Use Property,LAKE UNION,1,6,378443,Parking,283.7000122,55073120.0,456.22,1.21,15,6,0.53055,0.46945,378443.0,63073.833,1.1777841479358464
298,NonResidential,Mixed Use Property,LAKE UNION,1,6,213834,Parking,707.2999878,75073888.0,530.59,2.48,15,6,0.50933,0.49067,213834.0,35639.0,1.1777841479358464
299,NonResidential,Hotel,LAKE UNION,1,5,109017,Hotel,86.90000153,9474745.0,243.66,2.24,37,1,0.73023,0.26977,109017.0,21803.4,1.1692945566338306
300,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1,5,275734,Office,71.69999695,16373232.0,114.14,0.41,35,2,0.86055,0.13945,275734.0,55146.8,1.743122966155966
301,NonResidential,Warehouse,GREATER DUWAMISH,1,1,123061,Non-Refrigerated Warehouse,16.20000076,1987934.625,13.86,0.11,15,1,1.0,0.0,123061.0,123061.0,3.161976891400398
302,NonResidential,Distribution Center,GREATER DUWAMISH,1,1,59090,Distribution Center,46.59999847,2756214.75,117.11,1.98,53,2,1.0,0.0,59090.0,59090.0,3.983361101518904
303,NonResidential,Warehouse,GREATER DUWAMISH,1,1,106000,Non-Refrigerated Warehouse,7.199999809,763364.5,5.32,0.05,53,1,1.0,0.0,106000.0,106000.0,4.097720807540898
304,NonResidential,Large Office,LAKE UNION,1,3,158600,Office,125.5999985,18309150.0,236.9,1.49,54,3,0.75788,0.24212,158600.0,52866.667,1.9032175359547188
305,NonResidential,Distribution Center,GREATER DUWAMISH,1,1,119661,Distribution Center,6.5,775729.1875,5.44,0.05,56,1,1.0,0.0,119661.0,119661.0,4.75186061398991
306,NonResidential,Large Office,LAKE UNION,1,7,139200,Office,52.90000153,4342597.0,30.27,0.22,15,1,0.67868,0.32132,139200.0,19885.714,1.6241403679095798
307,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1,6,95721,Office,32.0,3063504.5,21.36,0.22,32,2,0.64563,0.35437,95721.0,15953.5,1.434080403374805
308,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2,5,213283,Office,53.59999847,5661689.5,39.47,0.19,20,2,0.45974,0.54026,106641.5,42656.6,1.6587290985602885
